station_id,station_name,lat,lon
74DA38F7C48A,新北市忠孝國中,25.004,121.461
74DA38F208BA,宜蘭縣縣立三星國小,24.666,121.65
74DA38F20B66,苗栗縣縣立建國國小,24.695,120.912
74DA38F208E0,宜蘭縣縣立南安國小,24.579,121.868
74DA38F207EC,苗栗縣縣立大同國小,24.552,120.814
74DA38F2082E,宜蘭縣縣立大里國小,24.935,121.887
74DA38F7C490,新北市江翠國中,25.028,121.468
74DA38F20FDC,屏東縣縣立鹽洲國小,22.488,120.44
74DA38F208F4,苗栗縣縣立鯉魚國小,24.343,120.767
74DA38F20848,宜蘭縣縣立七賢國小,24.719,121.743
74DA38F2084E,宜蘭縣縣立同樂國小,24.763,121.728
74DA38F7C61A,市立光復國小,25.041,121.565
08BEAC0A0236,臺中市立豐村國小,24.25523866,120.7364315
74DA38F20852,苗栗縣縣立中正國小,24.428,120.661
74DA38F20BE2,高雄市市立溪埔國中,22.719,120.443
74DA38F20DE4,高雄市市立前鎮國小,22.586,120.308
08BEAC0A046A,臺南市市立佳里國小,23.16435098,120.1718527
74DA38F2087E,宜蘭縣大同國小松羅分校,24.656,121.578
74DA38F2099C,屏東縣縣立新興國小,22.57,120.458
74DA38F20898,苗栗縣縣立啟文國小,24.573,120.827
08BEAC0A01A6,臺中市立協成國小,24.19350258,120.8124575
08BEAC09FFFA,臺南市市立五王國小,23.0085611,120.2367644
74DA38F20CC8,屏東縣縣立忠孝國小,25.062,121.451
74DA38F20C9E,新竹縣縣立五龍國小,24.737,121.123
74DA38F209F8,台東縣縣立忠孝國小,23.157,121.4
08BEAC0A0340,臺中市立上石國小,24.173657,120.643326
74DA38F20BBC,高雄市市立竹圍國小,22.803,120.302
74DA38F20930,台東縣縣立新港國中,23.101,121.376
74DA38F20FA0,澎湖縣縣立鳥嶼國小,23.662,119.659
74DA38F210DC,屏東縣縣立長榮百合國小,22.698,120.643
74DA38F20DB4,苗栗縣縣立三義高中附設國中,24.41,120.765
08BEAC0A00B6,臺南市市立大橋國小,23.02018065,120.2269801
08BEAC0A04DA,臺中市立育英國小,24.31132013,120.6795152
74DA38F20FAA,高雄市市立河濱國小,22.634,120.287
74DA38F20C6E,苗栗縣縣立三灣國小,25.062,121.451
08BEAC245B1A,EPA備品(2020),25.051,121.544
74DA38ED04B8,花蓮縣立豐裡國小,23.841,121.507
74DA38F20A0A,高雄市市立加昌國小,22.72,120.296
74DA38F20BE6,新竹縣縣立碧潭國小,24.746,121.103
74DA38F20954,新竹縣縣立照門國中,24.849,121.112
74DA38F20BEA,新竹縣縣立中興國小,24.866,121.028
74DA38F7C496,新北市大觀國中,25.01,121.448
74DA38F20E86,苗栗縣縣立泰興國小,24.394,120.92
74DA38F20E72,苗栗縣縣立東興國小,24.38,120.882
74DA38B053D8,嘉義國立嘉義高級工業職業學校,23.471,120.464
74DA38F2095E,新竹縣縣立竹北國中,24.841,121.001
74DA38F208F6,連江縣縣立介壽國(中)小,26.16,119.949
08BEAC0A0474,桃園市市立大有國中,25.0097261,121.3199264
08BEAC0A06AE,臺南市市立五甲國小,22.959,120.334
74DA38F20A70,屏東縣縣立育英國小,22.62,120.581
74DA38F20D86,高雄市市立援中國小,22.728,120.277
74DA38F20C86,高雄市市立水寮國小,22.667,120.407
74DA38F20846,宜蘭縣縣立凱旋國小,24.724,121.764
74DA38F20894,宜蘭縣縣立五結國小,24.687,121.799
74DA38F7C36E,市立龍安國小,25.03,121.533
74DA38F20E58,宜蘭縣縣立南山國小,24.437,121.38
74DA38F20866,台東縣縣立椰油國小,22.045,121.517
74DA38F20922,連江縣縣立東引國(中)小,26.368,120.488
08BEAC0A022E,臺中市立海墘國小,24.3793535,120.588386
08BEAC252CB8,EPA備品(2020),25.043,121.512
74DA38F20982,基隆市立成功國小,25.125,121.738
74DA38F20D7E,基隆市立七堵國小,25.098,121.714
74DA38F21148,高雄市市立立德國中,22.689,120.291
74DA38F20916,屏東縣縣立大同高中附設國中,22.677,120.477
74DA38F20AEE,高雄市市立中崙國中,22.488,120.489
74DA38F20E34,高雄市市立興仁國中,22.586,120.313
74DA38F20EA2,新竹縣縣立尖石國小,24.728,121.226
08BEAC0A0708,臺南市南科實中,23.10706685,120.2909742
74DA38F2101A,新竹縣備品,24.869,120.991
74DA38F20E0C,新竹縣縣立清水國小,24.867,121.135
74DA38F2118E,連江縣縣立仁愛國小,26.148,119.935
74DA38F20F42,屏東縣縣立東隆國小,22.464,120.45
08BEAC0A078C,臺南市市立崇明國小,22.97097445,120.2256058
74DA38F209D8,新竹縣縣立員崠國小,24.714,121.07
74DA38F20836,宜蘭縣縣立湖山國小,24.779,121.699
74DA38F210D8,高雄市市立茄萣國中,22.906,120.181
74DA38F20C80,苗栗縣縣立后庄國小,24.696,120.899
74DA38F20E70,苗栗縣縣立新開國小,24.348,120.827
74DA38F2083A,宜蘭縣縣立三民國小,24.813,121.759
74DA38F20844,宜蘭縣縣立光復國小,24.754,121.746
74DA38F20E98,新竹縣縣立峨眉國小,24.688,121.02
74DA38F2086A,苗栗縣縣立中山國小,24.398,120.675
74DA38F20C8C,新竹縣縣立瑞興國小,24.911,121.009
74DA38F20F02,宜蘭縣縣立澳花國小,24.329,121.739
74DA38F20C0C,新竹縣縣立沙坑國小,24.739,121.161
74DA38F20882,宜蘭縣大同國小樂水分校,24.6,121.529
74DA38F20EE2,宜蘭縣縣立中華國中,24.749,121.767
74DA38F20830,宜蘭縣縣立礁溪國小,24.821,121.768
74DA38F20C9C,新竹縣縣立寶山國小,24.739,121.021
74DA38F210D2,新竹縣縣立照東國小,24.845,121.141
74DA38F210D6,屏東縣縣立九如國中,22.717,120.486
74DA38F20888,宜蘭縣縣立冬山國小,24.632,121.789
74DA38F20A7E,台東縣縣立永安國小,22.933,121.128
74DA38F20838,宜蘭縣縣立大湖國小,24.747,121.69
74DA38F20890,宜蘭縣縣立順安國小,24.654,121.762
74DA38F20BAA,苗栗縣縣立苗栗國中,25.062,121.451
74DA38F208B8,宜蘭縣縣立武淵國小,24.661,121.798
08BEAC0A02FE,臺南市市立民德國中,23.25286122,120.3749375
74DA38F20EBE,宜蘭縣縣立清溝國小,24.663,121.763
74DA38F20F50,屏東縣縣立港西國小,22.508,120.455
74DA38F2087C,宜蘭縣縣立南安國中,24.574,121.868
74DA38F20892,宜蘭縣縣立學進國小,24.707,121.77
74DA38F20966,基隆市立南榮國小,25.119,121.744
74DA38F2101C,新竹縣縣立忠孝國中,24.878,120.999
74DA38F2089E,苗栗縣縣立五穀國小,24.521,120.822
74DA38F7C45C,新北市竹圍國小,25.147,121.46
74DA38F20D9E,苗栗縣縣立興華高中附設國中,24.685,120.936
74DA38F208A2,宜蘭縣縣立廣興國小,24.664,121.743
08BEAC0A038A,臺中市立中華國小,25.06248166,121.582288
08BEAC0A0186,嘉義縣縣立鹿滿國小,23.49902584,120.5342155
74DA38F20CBE,台東縣縣立康樂國小,22.755,121.119
74DA38F208A4,宜蘭縣縣立大洲國小,24.693,121.727
74DA38F208A6,苗栗縣縣立明德國小,24.585,120.885
08BEAC0A0304,臺南市市立大竹國小,23.3523033,120.4130168
74DA38F208A8,苗栗縣縣立頭屋國小,24.576,120.851
08BEAC0A00E8,臺南市市立竹門國小,23.37692033,120.4450149
74DA38F208B4,宜蘭縣縣立柯林國小,24.676,121.731
74DA38ED05FC,花蓮縣立大進國小,23.654,121.419
74DA38F208AE,台東縣縣立興隆國小,22.895,121.248
74DA38F20834,宜蘭縣縣立梗枋國小,24.9,121.862
74DA38F21198,新竹縣縣立安興國小,24.827,121.031
74DA38F7C646,市立大直國小,25.051,121.538
74DA38F20920,苗栗縣縣立坪頂國小,24.446,120.705
74DA38F210AC,市立雨聲國小,25.103,121.534
74DA38F20ED6,屏東縣縣立琉球國中,22.335,120.369
08BEAC0A03B8,臺南市市立善化區大同國小,23.12853446,120.2948985
74DA38F208C0,宜蘭縣縣立黎明國小,24.752,121.764
74DA38F20976,基隆市立尚智國小,25.12,121.742
74DA38F20980,屏東縣縣立黎明國小,22.687,120.596
74DA38F2098A,屏東縣縣立僑智國小,22.625,120.553
74DA38F209A8,屏東縣縣立東海國小,22.401,120.577
74DA38F20AFC,高雄市市立鳳甲國中,22.616,120.342
08BEAC0A0678,臺南市市立七股國小,23.139,120.138
74DA38F20E08,新竹縣縣立東光國小,24.777,121.175
08BEAC0A0806,嘉義縣縣立灣內國小,23.50063197,120.3121882
08BEAC0A053C,嘉義縣縣立水上國小,23.42779179,120.3970029
08BEAC252AF4,EPA備品(2020),24.954,121.205
74DA38F7C618,市立仁愛國小,25.076,121.496
74DA38F20E84,苗栗縣縣立坪林國小,24.335,120.876
74DA38F21020,新竹縣縣立東興國中,24.81,121.029
08BEAC0A04A8,嘉義縣縣立內甕國小,23.45856963,120.5235268
74DA38F20BA4,高雄市市立新興高中,22.657,120.315
74DA38F20A4C,台東縣縣立大王國小,22.613,121.003
74DA38F20C34,市立東湖國小,25.069,121.615
74DA38F209FC,苗栗縣縣立蕉埔國小,24.413,120.713
74DA38F209FE,苗栗縣備品,24.539,120.92
74DA38F20A08,高雄市市立旗山國小,22.888,120.481
74DA38F207F8,苗栗縣縣立中興國小,24.498,120.809
74DA38F20CD0,屏東縣私立崇華國小,22.726,120.542
74DA38F7C4E4,新北市鷺江國小,25.085,121.475
74DA38C7D172,金門縣立安瀾國小,24.482,118.437
74DA38F20A48,新竹縣縣立新星國小,24.829,121.074
74DA38F20C36,苗栗縣縣立西湖國中,24.555,120.757
08BEAC0A0598,臺南市市立宅港國小,23.2579709,120.2035746
74DA38F209EC,台東縣縣立成功國小,23.102,121.382
08BEAC09FF20,臺中市立外埔國小,24.33261333,120.65355
74DA38F20870,台東縣縣立東清國小,22.056,121.564
74DA38F20A20,高雄市市立三侯國小,22.911,120.198
74DA38F20FD6,高雄市市立愛國國小,22.643,120.313
74DA38F20D6A,高雄市市立七賢國中,22.658,120.289
74DA38F20F12,高雄市市立內惟國小,22.656,120.276
74DA38F20A2A,高雄市市立鹽埕國中,22.623,120.288
74DA38F20A36,苗栗縣縣立蓬萊國小,24.543,120.97
74DA38F20A38,苗栗縣縣立東河國小,24.6,121.04
74DA38F2114A,市立文林國小,25.061,121.51
08BEAC0A02EE,臺南市市立新化國中,23.03428054,120.3120474
74DA38F20DBE,澎湖縣縣立龍門國小,23.566,119.669
08BEAC09FF4A,臺中市立雙十國中,25.06146963,121.6468672
74DA38F20CB2,台東縣縣立卑南國小,22.782,121.119
08BEAC0A001E,臺中市立新盛國小,24.243535,120.831636
74DA38F20AC0,台東縣縣立公館國小,22.674,121.493
74DA38F21196,宜蘭縣縣立興中國中,24.699,121.77
74DA38F20886,宜蘭縣縣立文化國中,24.618,121.833
74DA38EBF8A8,花蓮縣立富里國中,23.175,121.249
74DA38F7C502,市立螢橋國中,25.018,121.525
74DA38F209B4,台東縣縣立大溪國小,22.462,120.941
74DA38F20816,宜蘭縣縣立中興國小,24.692,121.772
08BEAC0A0862,臺南市市立仁光國小,23.29974037,120.2574054
74DA38F7C57A,新北市丹鳳國小,25.023,121.413
08BEAC252C9E,宜蘭縣縣立東澳國小(2020),24.522,121.833
08BEAC0A0570,臺南市市立關廟國小,22.96408732,120.3255733
74DA38F20A5A,屏東縣縣立新南國小,22.785,120.559
74DA38F20A60,台東縣縣立賓朗國小,22.807,121.093
74DA38F20ADE,新竹縣縣立照門國小,24.847,121.117
08BEAC0A05E2,臺南市市立玉山國小,23.07473241,120.5190658
74DA38F20D22,市立龍門國中,25.024,121.537
74DA38E2B612,嘉義縣備品,23.425,120.395
74DA38F20946,新竹縣縣立寶山國中,24.764,120.992
74DA38F20D52,新竹縣縣立新社國小,24.844,120.998
74DA38F2088C,宜蘭縣縣立東興國小,24.629,121.806
08BEAC09FF36,雲林縣縣立廉使國小,23.71716907,120.4206033
74DA38F2088A,宜蘭縣縣立孝威國小,24.753,121.741
08BEAC0A04B8,雲林縣縣立安南國小,23.705,120.249
74DA38F20DF6,新竹縣縣立枋寮國小,24.837,121.051
74DA38F2097A,高雄市市立南成國小,22.594,120.336
74DA38F20AD0,基隆市立華興國小,25.087,121.707
08BEAC0A00A4,臺中市立谷關分校,24.20197106,121.0061587
74DA38F20FFA,高雄市市立海埔國小,22.895,120.225
74DA38F7C258,新北市五股國中,25.083,121.434
74DA38F20822,宜蘭縣縣立竹安國小,24.825,121.82
74DA38C7D614,新竹市立建華國中,24.792,120.976
74DA38F20DA2,屏東縣縣立大新國小,22.45,120.54
74DA38F20E78,苗栗縣縣立景山國小,24.352,120.865
74DA38F209A4,屏東縣縣立繁華國小,22.702,120.572
74DA38F20C88,苗栗縣縣立信德國小,24.686,120.96
74DA38F20C90,苗栗縣縣立照南國小,24.693,120.878
74DA38F20C94,苗栗縣縣立海口國小,24.675,120.861
74DA38F20B98,苗栗縣縣立明仁國中,24.559,120.812
74DA38F7C2FA,新北市深坑國中,25.001,121.618
74DA38F20EB8,新竹縣縣立松林國小,24.872,120.991
74DA38F20B2E,基隆市立過港幼兒園,25.105,121.738
74DA38F20EB0,新竹縣縣立嘉興國小,24.705,121.21
74DA38F20AE0,屏東縣縣立興華國小,22.593,120.461
08BEAC0A05C4,嘉義縣縣立竹園國小,23.39362518,120.2907198
74DA38F20B04,屏東縣縣立高士國小,22.124,120.846
74DA38F20D84,澎湖縣縣立中興國小,23.574,119.574
74DA38F20972,基隆市立中正國小,25.136,121.75
74DA38F210F4,台東縣國立臺東大學附小,22.792,121.126
74DA38F20CB0,台東縣縣立太平國小,22.79,121.075
74DA38F20FF0,高雄市市立福東國小,22.624,120.327
74DA38F20C7A,苗栗縣縣立僑文國小,24.562,120.748
74DA38F2106A,澎湖縣縣立池東國小,23.601,119.506
74DA38F208C8,宜蘭縣縣立宜蘭國小,24.753,121.755
74DA38F20AA8,苗栗縣縣立海寶國小,24.661,120.821
74DA38F20B62,苗栗縣縣立象鼻國小,24.359,120.947
74DA38F20B92,苗栗縣縣立公館國中,24.498,120.826
08BEAC0A081C,嘉義縣縣立中山國小,23.41208802,120.5483229
74DA38F20F8C,高雄市市立福山國小,22.683,120.317
74DA38F20CFE,屏東縣縣立南州國小,22.488,120.507
74DA38F20F7A,澎湖縣縣立望安國小,23.36,119.496
08BEAC0A0054,臺中市立博愛國小,24.17712534,120.9796597
74DA38F210C2,屏東縣縣立賽嘉國小,22.743,120.64
74DA38F20ED0,屏東縣縣立恆春國中,22.002,120.747
74DA38F21138,台東縣縣立大王國中,22.771,121.111
08BEAC2528BA,宜蘭縣縣立金岳國小(2020),24.471,121.777
74DA38F7C396,市立五常國小,25.063,121.541
74DA38F7C4F0,新北市集美國小,25.056,121.488
74DA38F20B8C,苗栗縣縣立士林國小,24.347,120.93
74DA38F7C4F4,市立實踐國中,24.983,121.555
74DA38F209A2,屏東縣縣立新庄國小,22.562,120.48
74DA38F7C604,新北市中和高中,24.994,121.478
74DA38F7C412,新北市福隆國小,25.017,121.948
74DA38F20BC0,高雄市市立維新國小,22.802,120.247
74DA38F21006,高雄市市立龍山國小,22.864,120.556
74DA38F7C13A,新北市新林國小,25.07,121.359
08BEAC0A05DC,桃園市市立笨港國小,24.97445325,121.0263341
74DA38ED060C,花蓮縣立嘉里國小,24.014,121.609
74DA38F21078,市立士東國小,25.113,121.527
74DA38F20BCC,高雄市市立烏林國小,22.698,120.373
74DA38F207E6,苗栗縣縣立僑育國小,24.552,120.822
08BEAC252908,嘉義市市立北園國中(2020),23.495,120.427
74DA38F20D40,苗栗縣縣立頭份國中,24.691,120.901
74DA38F2113C,台東縣縣立池上國中,23.115,121.204
08BEAC0A0522,雲林縣縣立褒忠國中,23.69969844,120.3110861
08BEAC0A02D6,嘉義縣縣立網寮國小,23.431384,120.156914
08BEAC252B08,EPA備品(2020),25.043,121.512
74DA38F2102A,新竹縣備品,24.733,121.093
74DA38F20A3C,苗栗縣縣立田美國小,24.629,121.008
74DA38F2082C,宜蘭縣縣立龍潭國小,24.779,121.744
74DA38F20BEC,新竹縣縣立竹中國小,24.78,121.029
74DA38F20BF8,新竹縣縣立內灣國小,24.704,121.183
74DA38F2115A,高雄市市立永安國中,22.823,120.24
74DA38F209D4,新竹縣縣立二重國小,24.767,121.057
74DA38F2081C,宜蘭縣縣立四結國小,24.787,121.759
08BEAC0A006E,臺中市立霧峰農工,24.07386045,120.7018616
08BEAC0A040A,臺南市市立歸南國小,22.96428768,120.2881642
74DA38F20F84,澎湖縣縣立花嶼國小,23.4,119.322
74DA38F7C474,新北市南勢國小,25.075,121.358
74DA38F2096A,基隆市立安樂國小,25.131,121.731
08BEAC0A05D8,嘉義縣縣立興中國小,23.527,120.42
74DA38F209E4,屏東縣縣立同安國小,22.472,120.521
74DA38F20E32,高雄市市立瑞豐國中,22.611,120.331
74DA38F20C18,高雄市市立鳳林國中,22.521,120.348
74DA38F20F30,高雄市市立五權國小,22.62,120.323
08BEAC0A05E0,臺南市市立善化國中,23.14732595,120.2873474
74DA38F20F52,屏東縣縣立以栗國小,22.462,120.461
08BEAC0A00E2,臺中市立龍峰國小,24.18095827,120.5759946
74DA38F20C56,高雄市市立嘉誠國小,22.748,120.38
74DA38F20C52,新竹縣縣立瑞峰國小,24.661,121.121
08BEAC09FF96,臺中市立萬豐國小,24.05738415,120.6983048
74DA38F209AE,屏東縣縣立鶴聲國小,22.664,120.479
74DA38F209C0,屏東縣縣立歸來國小,22.659,120.509
74DA38C7D642,新竹市立民富國小,24.808,120.96
74DA38F2111E,澎湖縣縣立西嶼國中,23.6,119.51
74DA38F208D6,宜蘭縣縣立蓬萊國小,24.464,121.803
74DA38F20D6E,基隆市立德和國小,25.155,121.73
74DA38F211DC,屏東縣縣立土庫國小-信國分校,22.736,120.499
74DA38F20B40,高雄市市立福誠高中,22.59,120.323
74DA38F20806,高雄市市立竹後國小,22.709,120.334
74DA38F21166,台東縣縣立知本國中,22.717,121.046
74DA38F7C504,市立誠正國中,25.054,121.618
74DA38F20FBE,高雄市市立西門國小,22.643,120.32
74DA38F20BAC,高雄市市立瑞興國小,22.629,120.367
74DA38F20CCA,屏東縣縣立南華國小,25.062,121.451
74DA38F20BA8,高雄市市立六龜高中,22.993,120.635
74DA38F20914,苗栗縣縣立南和國小,24.448,120.721
74DA38F20F28,高雄市市立六龜國小,22.996,120.634
74DA38F20FEC,高雄市市立復安國小,22.849,120.324
74DA38C7D16A,金門縣立賢庵國小,24.417,118.318
74DA38F211D4,屏東縣縣立地磨兒國小,22.631,120.621
74DA38F20CA4,屏東縣縣立大路關國(中)小-關福分校,22.764,120.616
74DA38F7C4CA,新北市三重高中,25.027,121.417
74DA38F209CC,屏東縣縣立德協國小,22.693,120.541
74DA38F210D0,屏東縣縣立里港國中,22.771,120.496
74DA38F20ECC,屏東縣縣立南州國中,22.487,120.505
74DA38F20D02,屏東縣縣立崎峰國小,22.426,120.493
74DA38F20B6A,苗栗縣縣立竹興國小,24.687,120.864
74DA38F21000,高雄市市立三埤國小,22.837,120.28
74DA38F7C628,市立博愛國小,25.035,121.57
74DA38F21046,高雄市市立甲圍國小,22.735,120.294
08BEAC0A05AE,臺南市市立大光國小,22.98548962,120.2168919
08BEAC0A061C,臺南市市立後甲國中,22.99626569,120.2252283
74DA38F20CFA,屏東縣縣立天南國小,22.33,120.362
74DA38F20C84,苗栗縣縣立福興武術國(中)小,24.425,120.727
74DA38F210EC,新竹縣縣立玉山國小,24.757,121.208
74DA38F208FE,屏東縣私立陸興高中附設國中,22.725,120.542
74DA38E2B614,嘉義縣備品,23.474,120.437
74DA38F20E56,宜蘭縣縣立南澳國小,24.466,121.8
74DA38F20C2A,高雄市市立壽齡國小,22.795,120.234
74DA38F21060,高雄市市立屏山國小,22.694,120.301
74DA38F20EFC,高雄市市立太平國小,22.571,120.371
74DA38F21190,宜蘭縣縣立大同國中,24.574,121.478
74DA38F7C482,新北市竹圍高中,25.146,121.462
08BEAC0A06FA,臺南市市立南化國小,23.04414428,120.4703868
74DA38F2109A,市立南湖國小,25.066,121.611
08BEAC0A0102,臺中市立東平國小,24.13319483,120.7161358
74DA38F20C74,苗栗縣縣立竹南國小,24.684,120.869
74DA38F20C64,苗栗縣縣立尖山國小,24.654,120.882
74DA38F20C68,苗栗縣縣立僑善國小,24.686,120.934
08BEAC0A003C,臺中市立和平國小,24.17113971,120.8956432
74DA38F20C72,苗栗縣縣立西湖國小,24.557,120.757
74DA38F20C76,苗栗縣縣立六合國小,24.683,120.899
74DA38F20D2C,市立?公國中,25.038,121.585
74DA38F20EDC,屏東縣縣立內埔國中,22.611,120.57
08BEAC0A0772,桃園市市立大埔國小,25.03019213,121.3748073
74DA38F2103E,新竹縣備品,24.774,121.083
74DA38F20BFE,高雄市市立忠孝國小,22.621,120.285
74DA38F20FA2,澎湖縣縣立赤崁國小,23.648,119.595
74DA38F20C44,屏東縣縣立東新國中,22.661,120.479
74DA38C7D178,金門縣立多年國小,24.452,118.454
08BEAC0A076A,桃園市市立壽山國小,25.0030689,121.3647487
74DA38F21202,宜蘭縣縣立羅東國中,24.682,121.767
74DA38F20A84,苗栗縣縣立談文國小,24.652,120.85
74DA38F2095A,新竹縣縣立寶山國中莒光分校,24.736,121.025
74DA38F20EE6,高雄市市立寶山國小,23.055,120.722
74DA38F7C61C,市立吳興國小,25.025,121.568
74DA38F210FA,高雄市市立新莊國小,22.669,120.309
08BEAC0A0170,臺南市市立長興國小,22.9903984,120.2601868
74DA38F2091C,台東縣縣立桃源國中,22.902,121.08
08BEAC0A0106,臺中市立新光國小,24.15970731,120.7066892
74DA38F20FB8,高雄市市立正興國小,22.646,120.326
74DA38F20E30,高雄市市立獅甲國中,22.604,120.308
74DA38F20BA6,高雄市市立中正高中,22.626,120.339
74DA38F20E24,宜蘭縣縣立憲明國小,24.661,121.618
74DA38F20D06,高雄市市立福誠國小,25.062,121.451
74DA38F7C50A,市立景美國中,24.993,121.543
74DA38F20B96,高雄市市立文山高中,22.647,120.353
74DA38F7C4AC,新北市廣福國小,24.986,121.454
74DA38F20F8E,澎湖縣縣立內垵國小,23.57,119.498
74DA38F20C32,高雄市市立興達國小,22.876,120.196
74DA38F208A0,宜蘭縣縣立新南國小,24.722,121.799
74DA38F7C510,市立民權國中,25.064,121.514
74DA38F20F3C,市立舊莊國小,25.04,121.619
74DA38F20B10,高雄市市立樟山國小,23.252,120.819
08BEAC09FFA4,臺中市立萬和國中,24.134294,120.6403907
74DA38F20DA4,苗栗縣烏眉國小楓樹分校,24.495,120.722
74DA38F210FC,台東縣縣立豐源國小,22.73,121.108
08BEAC0A07CE,桃園市市立溪海國小,25.0467979,121.1865009
74DA38F20C82,苗栗縣縣立新興國小,24.675,120.913
74DA38F7C4E2,新北市光榮國中,25.07,121.499
08BEAC0A034A,臺南市市立博愛國小,22.99307518,120.2130248
74DA38F20DA8,屏東縣縣立塭子國小,22.409,120.525
08BEAC0A0408,臺南市市立永康區勝利國小,23.0039843,120.230354
08BEAC0A0382,臺中市立富春國小,24.25223012,120.7137841
74DA38F20CDC,屏東縣縣立長治國中,22.693,120.544
74DA38F20DA6,苗栗縣育英國小龍騰分校,24.357,120.776
74DA38B05454,嘉義市立嘉義國中,23.487,120.465
74DA38F7C30C,新北市新店高中,24.975,121.532
74DA38F7C5B2,市立麗山國中,25.084,121.566
08BEAC0A06F6,臺南市市立將軍國中,23.206275,120.1498032
74DA38F211CC,屏東縣縣立五溝國小,22.59,120.593
74DA38F20D24,高雄市市立潮寮國中,22.564,120.424
74DA38F20F7E,澎湖縣縣立將軍國小,23.364,119.525
74DA38F20C7C,澎湖縣縣立外垵國小,23.567,119.481
74DA38F20E54,宜蘭縣縣立大同國小,24.678,121.609
08BEAC0A0056,臺中市立九德國小,24.1096923,120.639177
74DA38F7C358,市立東門國小,25.038,121.52
74DA38F208AA,苗栗縣縣立文山國小,24.568,120.812
74DA38F20DBC,澎湖縣縣立沙港國小,23.595,119.616
